id,Latitude,Longitude,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3,g4,d4_m,b4_deg,w4,sum_w
83.0,38.848867,-94.806962,16032,4169.3612154136645,190.92255808896343,-43.27330061880068,16037,5949.7736000574205,110.05538862698916,55.01436154736085,16007,2875.9840411363966,38.87836665625059,-75.0140794006464,16086,3592.380449421938,296.3882318102818,64.27301847208622,0.9999999999999929
84.0,38.848867,-94.802795,16032,4252.532087938324,195.7045779973056,-39.77976574748795,16037,5612.164576416411,111.32155914390472,50.61692002419473,16007,2664.328638890237,32.8286981336239,-68.9112492755429,16086,3918.918441058752,294.04522077808014,59.074094998836124,1.0
85.0,38.848867,-94.798628,16032,4364.064356683016,200.2728424133208,-36.981222828391836,16037,5277.639750485263,112.74884778431972,47.09628066020575,16007,2487.2422176803807,25.82888607315101,-64.01153972297759,16086,4251.0035530550285,292.0655813742148,54.89648189116367,0.9999999999999929
86.0,38.848867,-94.794461,16032,4501.850574327057,204.5876895437609,-35.3232139692066,16086,4587.431271307571,290.3747105881196,52.39492840305126,16037,4946.824861353032,114.3679765810174,45.014502666574884,16007,2352.544253989634,17.89558979112229,-61.086217100419546,1.0
87.0,38.848867,-94.790294,16007,2267.8004652236373,9.188811145847865,-60.69917905498892,16037,4620.516838926331,116.2172644248746,44.78252503714144,16032,4663.564281673485,208.62504074593795,-35.13149415849413,16086,4927.312160208773,288.9161575117747,52.0481481763416,0.9999999999999929
88.0,38.848867,-94.786127,16018,1166.2515393479462,305.5866258907936,0.935549749058235,16037,4299.741886682441,118.34478068018832,0.2871709247251521,16032,4846.8110498956885,212.37470955512316,-0.10139981680432394,16025,5405.60022689633,44.78926529798503,-0.12132085697906289,1.0000000000000002
89.0,38.848867,-94.78196,16018,1474.7387100063347,297.40251650522407,0.9460960058724358,16037,3985.836112378652,120.81105648685616,0.368052772394226,16032,5049.246995563156,215.8376993159276,-0.16590816164739355,16025,5157.731070937014,41.94580680168679,-0.14824061661926824,1.0
90.0,38.848867,-94.777793,16037,3680.557502899957,123.69234121293492,0.7555349155288565,16032,5268.660684801986,219.0232218174268,-0.2396653376187655,16067,3848.414749853543,302.1929747416208,0.7255759345965895,16025,4923.837632934748,38.82374445063658,-0.2414455125066805,1.0
91.0,38.848867,-94.773626,16037,3386.2401493674165,127.0841299761006,-0.43069075035797844,16024,3635.252957925172,48.69978767630806,1.0053001568982716,16032,5503.021707827067,221.94593840604455,0.6755278968807952,16067,4158.237011065419,299.5454866269106,-0.25013730342108825,1.0
92.0,38.848867,-94.769459,16037,3106.001604987821,131.10404818375048,0.6300371665699545,16032,5750.502824331979,224.6236798597887,-0.09796855814159806,16007,2662.8273240848625,327.2213860691417,0.6894975871146408,16021,4980.300313212158,53.020184121302464,-0.22156619554299697,1.0
