,station1,station2,distance_km,correlation
352,2540,16081,54.177944311606424,-0.48450158311150915
353,2540,16079,52.30841265643348,-0.6324555320336758
354,2540,2730,32.871605477014626,-0.6756893384895897
355,2540,2720,34.106109523089735,-0.49960411711924585
356,2540,2890,30.794429457125695,-0.39639418348966177
357,2540,2740,34.685349964168246,-1.0
358,2540,2840,34.4953966301619,-0.6418068603865722
359,2540,4200,16.901927610528706,0.18986668122311284
360,2540,4000,6.138186304319753,0.3028491217946698
361,2540,3920,7.769643136131786,0.36538764446442784
362,2540,16067,51.259910775222174,-0.7093988675257054
363,2540,16055,45.15263107923891,-0.6366127389367093
364,2540,16066,45.991719093644654,-0.7004606779044221
365,2540,16057,41.99528599798777,-0.5724680057963466
366,2540,16061,41.75039874127442,-0.6972235835514566
367,2540,16075,41.99108042322035,-0.9185586535436918
368,2540,16065,39.0989053311537,-0.8728715609439696
369,2540,16064,34.23275738725159,-0.6261585997769191
370,2540,16062,37.077761470206816,0.04595091388086296
371,2540,16059,36.46761197974288,-0.5215913548098551
372,2540,16060,37.96351212489214,-0.7282190812544189
373,2540,16058,38.47698348658702,-0.7219948723811555
374,2540,16063,38.55190368999639,-0.7222222222222224
375,2540,3700,4.5746680305827985,0.6302210179233129
376,2540,2620,6.490325122768219,-0.1508774622688546
377,2540,2600,5.670815665834524,0.9086050948518861
